sample,val
169,-1.538832
170,-0.000017
171,1.538852
172,-1.538839
173,0.363262
174,0.363277
175,-0.000002
176,-0.363266
177,-0.363280
178,1.538845
179,-1.538831
180,-0.000018
181,1.538852
182,-1.538839
183,0.363262
184,0.363277
185,-0.000003
186,-0.363265
187,-0.363281
188,1.538845
189,-1.538831
190,-0.000019
191,1.538853
192,-1.538839
193,0.363261
194,0.363278
195,-0.000003
196,-0.363265
197,-0.363281
198,1.538845
199,-1.538830
200,-0.000020
201,1.538854
202,-1.538838
203,0.363261
204,0.363278
205,-0.000003
206,-0.363265
207,-0.363282
208,1.538845
209,-1.538830
210,-0.000021
211,1.538854
212,-1.538838
213,0.363260
214,0.363278
215,-0.000003
216,-0.363264
217,-0.363282
218,1.538845
219,-1.538829
220,-0.000022
221,1.538855
222,-1.538838
223,0.363260
224,0.363279
225,-0.000003
226,-0.363264
227,-0.363283
228,1.538846
229,-1.538828
230,-0.000023
231,1.538855
232,-1.538838
233,0.363259
234,0.363279
235,-0.000003
236,-0.363264
237,-0.363283
238,1.538846
239,-1.538828
240,-0.000024
241,1.538856
242,-1.538838
243,0.363259
244,0.363279
245,-0.000003
246,-0.363263
247,-0.363284
248,1.538846
249,-1.538827
250,-0.000025
251,1.538856
252,-1.538838
253,0.363258
254,0.363280
255,-0.000004
256,-0.363263
257,-0.363284
258,1.538846
259,-1.538827
260,-0.000026
261,1.538857
262,-1.538837
263,0.363258
264,0.363280
265,-0.000004
266,-0.363263
267,-0.363285
268,1.538846
269,-1.538826
270,-0.000027
271,1.538858
272,-1.538837
273,0.363257
274,0.363280
275,-0.000004
276,-0.363262
277,-0.363286
278,1.538846
279,-1.538825
280,-0.000028
281,1.538858
282,-1.538837
283,0.363257
284,0.363280
285,-0.000004
286,-0.363262
287,-0.363286
288,1.538847
289,-1.538825
290,-0.000029
291,1.538859
292,-1.538837
293,0.363256
294,0.363281
295,-0.000004
296,-0.363262
297,-0.363287
298,1.538847
299,-1.538824
300,-0.000029
301,1.538859
302,-1.538837
303,0.363256
304,0.363281
305,-0.000004
306,-0.363261
307,-0.363287
308,1.538847
309,-1.538824
310,-0.000030
311,1.538860
312,-1.538837
313,0.363255
314,0.363281
315,-0.000004
316,-0.363261
317,-0.363288
318,1.538847
319,-1.538823
320,-0.000031
321,1.538861
322,-1.538836
323,0.363255
324,0.363282
325,-0.000005
326,-0.363261
327,-0.363288
328,1.538847
329,-1.538823
330,-0.000032
331,1.538861
332,-1.538836
333,0.363254
334,0.363282
335,-0.000005
336,-0.363260
337,-0.363289
338,1.538847
339,-1.538822
340,-0.000033
341,1.538862
342,-1.538836
343,0.363254
344,0.363282
345,-0.000005
346,-0.363260
347,-0.363289
348,1.538848
349,-1.538821
350,-0.000034
351,1.538862
352,-1.538836
353,0.363253
354,0.363283
355,-0.000005
356,-0.363260
357,-0.363290
358,1.538848
359,-1.538821
360,-0.000035
361,1.538863
362,-1.538836
363,0.363253
364,0.363283
365,-0.000005
366,-0.363259
367,-0.363290
368,1.538848
369,-1.538820
370,-0.000036
371,1.538863
372,-1.538836
373,0.363252
374,0.363283
375,-0.000005
376,-0.363259
377,-0.363291
378,1.538848
379,-1.538820
380,-0.000037
381,1.538864
382,-1.538835
383,0.363252
384,0.363284
385,-0.000005
386,-0.363259
387,-0.363291
388,1.538848
389,-1.538819
390,-0.000038
391,1.538865
392,-1.538835
393,0.363251
394,0.363284
395,-0.000006
396,-0.363258
397,-0.363292
398,1.538848
399,-1.538818
400,-0.000039
401,1.538865
402,-1.538835
403,0.363251
404,0.363284
405,-0.000006
406,-0.363258
407,-0.363292
408,1.538849
409,-1.538818
410,-0.000040
411,1.538866
412,-1.538835
413,0.363250
414,0.363285
415,-0.000006
416,-0.363258
417,-0.363293
418,1.538849
419,-1.538817
420,-0.000041
421,1.538866
422,-1.538835
423,0.363250
424,0.363285
425,-0.000006
426,-0.363257
427,-0.363293
428,1.538849
429,-1.538817
430,-0.000042
431,1.538867
432,-1.538835
433,0.363249
434,0.363285
435,-0.000006
436,-0.363257
437,-0.363294
438,1.538849
439,-1.538816
440,-0.000043
441,1.538868
442,-1.538834
443,0.363248
444,0.363286
445,-0.000006
446,-0.363257
447,-0.363294
448,1.538849
449,-1.538816
450,-0.000044
451,1.538868
452,-1.538834
453,0.363248
454,0.363286
455,-0.000006
456,-0.363256
457,-0.363295
458,1.538849
459,-1.538815
460,-0.000045
461,1.538869
462,-1.538834
463,0.363247
464,0.363286
465,-0.000007
466,-0.363256
467,-0.363295
468,1.538850
469,-1.538814
470,-0.000046
471,1.538869
472,-1.538834
473,0.363247
474,0.363287
475,-0.000007
476,-0.363256
477,-0.363296
478,1.538850
479,-1.538814
480,-0.000047
481,1.538870
482,-1.538834
483,0.363246
484,0.363287
485,-0.000007
486,-0.363256
487,-0.363296
488,1.538850
489,-1.538813
490,-0.000048
491,1.538870
492,-1.538834
493,0.363246
494,0.363287
495,-0.000007
496,-0.363255
497,-0.363297
498,1.538850
499,-1.538813
500,-0.000049
